timestamp,emotion,meta
2025-11-20T12:34:22.045487Z,none,source=webcam;session=d2a9be47-4a7f-4cdc-94ac-488d8db1a945;confidence=0
2025-11-20T12:34:23.042215Z,none,source=webcam;session=d2a9be47-4a7f-4cdc-94ac-488d8db1a945;confidence=0
2025-11-20T12:34:24.048560Z,none,source=webcam;session=d2a9be47-4a7f-4cdc-94ac-488d8db1a945;confidence=0
2025-11-20T12:34:25.044210Z,none,source=webcam;session=d2a9be47-4a7f-4cdc-94ac-488d8db1a945;confidence=0
2025-11-20T12:34:26.044300Z,none,source=webcam;session=d2a9be47-4a7f-4cdc-94ac-488d8db1a945;confidence=0
2025-11-20T12:34:27.042913Z,none,source=webcam;session=d2a9be47-4a7f-4cdc-94ac-488d8db1a945;confidence=0
2025-11-20T12:34:28.047466Z,none,source=webcam;session=d2a9be47-4a7f-4cdc-94ac-488d8db1a945;confidence=0
2025-11-20T12:34:29.031691Z,none,source=webcam;session=d2a9be47-4a7f-4cdc-94ac-488d8db1a945;confidence=0
2025-11-20T12:34:30.030447Z,happy,source=webcam;session=d2a9be47-4a7f-4cdc-94ac-488d8db1a945;confidence=0.36
2025-11-20T12:34:31.043994Z,none,source=webcam;session=d2a9be47-4a7f-4cdc-94ac-488d8db1a945;confidence=0
2025-11-20T12:34:32.035724Z,none,source=webcam;session=d2a9be47-4a7f-4cdc-94ac-488d8db1a945;confidence=0
2025-11-20T12:34:33.043379Z,none,source=webcam;session=d2a9be47-4a7f-4cdc-94ac-488d8db1a945;confidence=0
2025-11-20T12:34:34.043300Z,happy,source=webcam;session=d2a9be47-4a7f-4cdc-94ac-488d8db1a945;confidence=0.36
2025-11-20T12:34:35.043857Z,none,source=webcam;session=d2a9be47-4a7f-4cdc-94ac-488d8db1a945;confidence=0
2025-11-20T12:34:36.044378Z,none,source=webcam;session=d2a9be47-4a7f-4cdc-94ac-488d8db1a945;confidence=0
2025-11-20T12:34:37.044548Z,none,source=webcam;session=d2a9be47-4a7f-4cdc-94ac-488d8db1a945;confidence=0
2025-11-20T12:34:38.025336Z,none,source=webcam;session=d2a9be47-4a7f-4cdc-94ac-488d8db1a945;confidence=0
2025-11-20T12:34:39.025746Z,none,source=webcam;session=d2a9be47-4a7f-4cdc-94ac-488d8db1a945;confidence=0
2025-11-20T12:34:40.033308Z,none,source=webcam;session=d2a9be47-4a7f-4cdc-94ac-488d8db1a945;confidence=0
2025-11-20T12:34:41.025971Z,none,source=webcam;session=d2a9be47-4a7f-4cdc-94ac-488d8db1a945;confidence=0
2025-11-20T12:34:42.031288Z,none,source=webcam;session=d2a9be47-4a7f-4cdc-94ac-488d8db1a945;confidence=0
2025-11-20T12:38:43.022437Z,none,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0
2025-11-20T12:38:43.953478Z,none,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0
2025-11-20T12:38:44.951337Z,none,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0
2025-11-20T12:38:45.954134Z,none,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0
2025-11-20T12:38:46.945200Z,sad,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.39
2025-11-20T12:38:47.942746Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.57
2025-11-20T12:38:48.944559Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.69
2025-11-20T12:38:49.953310Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.61
2025-11-20T12:38:50.955933Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.78
2025-11-20T12:38:51.950120Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.76
2025-11-20T12:38:52.957561Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.88
2025-11-20T12:38:53.956634Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.86
2025-11-20T12:38:54.956635Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.89
2025-11-20T12:38:55.959311Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.89
2025-11-20T12:38:56.961024Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.89
2025-11-20T12:38:57.958875Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.85
2025-11-20T12:38:58.959933Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.95
2025-11-20T12:38:59.960905Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.94
2025-11-20T12:39:00.956329Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.79
2025-11-20T12:39:02.900158Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.75
2025-11-20T12:39:04.898039Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.8
2025-11-20T12:39:06.890996Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.83
2025-11-20T12:39:08.898927Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.71
2025-11-20T12:39:10.895470Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.76
2025-11-20T12:39:12.886874Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.78
2025-11-20T12:39:13.540933Z,neutral,source=webcam;session=7a3f9e1a-402d-49c5-b4eb-16a8805b5675;confidence=0.61
2025-11-20T12:39:14.542992Z,neutral,source=webcam;session=7a3f9e1a-402d-49c5-b4eb-16a8805b5675;confidence=0.76
2025-11-20T12:39:14.898407Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.74
2025-11-20T12:39:15.543885Z,sad,source=webcam;session=7a3f9e1a-402d-49c5-b4eb-16a8805b5675;confidence=0.48
2025-11-20T12:39:16.542704Z,neutral,source=webcam;session=7a3f9e1a-402d-49c5-b4eb-16a8805b5675;confidence=0.89
2025-11-20T12:39:16.894933Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.92
2025-11-20T12:39:17.541794Z,neutral,source=webcam;session=7a3f9e1a-402d-49c5-b4eb-16a8805b5675;confidence=0.55
2025-11-20T12:39:18.535967Z,happy,source=webcam;session=7a3f9e1a-402d-49c5-b4eb-16a8805b5675;confidence=0.42
2025-11-20T12:39:18.897622Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.5
2025-11-20T12:39:19.529525Z,neutral,source=webcam;session=7a3f9e1a-402d-49c5-b4eb-16a8805b5675;confidence=0.49
2025-11-20T12:39:20.529939Z,neutral,source=webcam;session=7a3f9e1a-402d-49c5-b4eb-16a8805b5675;confidence=0.79
2025-11-20T12:39:20.897681Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.82
2025-11-20T12:39:21.540050Z,neutral,source=webcam;session=7a3f9e1a-402d-49c5-b4eb-16a8805b5675;confidence=0.69
2025-11-20T12:39:21.971960Z,POSITIVE,source=text_review;session=7a3f9e1a-402d-49c5-b4eb-16a8805b5675;score=0.9998360872268677
2025-11-20T12:39:22.541469Z,neutral,source=webcam;session=7a3f9e1a-402d-49c5-b4eb-16a8805b5675;confidence=0.83
2025-11-20T12:39:22.899593Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.73
2025-11-20T12:39:23.541740Z,neutral,source=webcam;session=7a3f9e1a-402d-49c5-b4eb-16a8805b5675;confidence=0.87
2025-11-20T12:39:24.542654Z,neutral,source=webcam;session=7a3f9e1a-402d-49c5-b4eb-16a8805b5675;confidence=0.91
2025-11-20T12:39:24.897164Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.9
2025-11-20T12:39:25.540529Z,neutral,source=webcam;session=7a3f9e1a-402d-49c5-b4eb-16a8805b5675;confidence=0.92
2025-11-20T12:39:26.542367Z,neutral,source=webcam;session=7a3f9e1a-402d-49c5-b4eb-16a8805b5675;confidence=0.51
2025-11-20T12:39:26.889805Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.83
2025-11-20T12:39:27.534346Z,neutral,source=webcam;session=7a3f9e1a-402d-49c5-b4eb-16a8805b5675;confidence=0.9
2025-11-20T12:39:28.880385Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.88
2025-11-20T12:39:30.897414Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.91
2025-11-20T12:39:32.898504Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.7
2025-11-20T12:39:33.871934Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.71
2025-11-20T12:39:34.886268Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.72
2025-11-20T12:39:35.894664Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.66
2025-11-20T12:39:36.895323Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.74
2025-11-20T12:39:37.893531Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.36
2025-11-20T12:39:38.894116Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.35
2025-11-20T12:39:39.894164Z,happy,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.55
2025-11-20T12:39:40.895879Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.62
2025-11-20T12:39:41.896904Z,angry,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.6
2025-11-20T12:39:42.897799Z,none,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0
2025-11-20T12:39:43.896078Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.75
2025-11-20T12:39:44.892795Z,angry,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.43
2025-11-20T12:39:45.899472Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.72
2025-11-20T12:39:46.900153Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.89
2025-11-20T12:39:47.893052Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.88
2025-11-20T12:39:48.891007Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.55
2025-11-20T12:39:49.901401Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.68
2025-11-20T12:39:50.902199Z,happy,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.65
2025-11-20T12:39:51.901173Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.77
2025-11-20T12:39:52.907892Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.6
2025-11-20T12:39:53.905665Z,happy,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.3
2025-11-20T12:39:54.908116Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.86
2025-11-20T12:39:55.902781Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.82
2025-11-20T12:39:56.909450Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.79
2025-11-20T12:39:57.910518Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.92
2025-11-20T12:39:58.909503Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.95
2025-11-20T12:39:59.910458Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.95
2025-11-20T12:40:00.914030Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.76
2025-11-20T12:40:01.913917Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.86
2025-11-20T12:40:02.914410Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.82
2025-11-20T12:40:03.914359Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.85
2025-11-20T12:40:04.913337Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.63
2025-11-20T12:40:05.920202Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.58
2025-11-20T12:40:06.903136Z,fear,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.38
2025-11-20T12:40:08.895208Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.58
2025-11-20T12:40:10.890394Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.53
2025-11-20T12:40:12.889880Z,none,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0
2025-11-20T12:40:14.888037Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.39
2025-11-20T12:40:15.218223Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.52
2025-11-20T12:40:16.220915Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.79
2025-11-20T12:40:16.889072Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.59
2025-11-20T12:40:17.218717Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.74
2025-11-20T12:40:18.221402Z,none,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0
2025-11-20T12:40:18.890414Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.46
2025-11-20T12:40:19.219566Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.87
2025-11-20T12:40:20.219259Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.82
2025-11-20T12:40:20.891236Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.76
2025-11-20T12:40:21.222447Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.68
2025-11-20T12:40:22.222786Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.74
2025-11-20T12:40:22.892361Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.81
2025-11-20T12:40:23.219325Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.61
2025-11-20T12:40:24.221180Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.86
2025-11-20T12:40:24.894447Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.55
2025-11-20T12:40:25.223415Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.76
2025-11-20T12:40:26.223630Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.56
2025-11-20T12:40:26.877902Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.77
2025-11-20T12:40:27.220115Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.52
2025-11-20T12:40:28.218122Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.6
2025-11-20T12:40:28.890925Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.67
2025-11-20T12:40:29.218790Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.48
2025-11-20T12:40:30.221287Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.78
2025-11-20T12:40:30.893155Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.73
2025-11-20T12:40:31.219934Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.8
2025-11-20T12:40:32.212993Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.73
2025-11-20T12:40:32.884740Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.75
2025-11-20T12:40:33.201184Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.7
2025-11-20T12:40:34.208570Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.61
2025-11-20T12:40:34.888823Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.66
2025-11-20T12:40:35.651930Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.63
2025-11-20T12:40:36.655005Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.78
2025-11-20T12:40:36.891281Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.73
2025-11-20T12:40:37.652283Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.75
2025-11-20T12:40:38.652746Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.75
2025-11-20T12:40:38.885457Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.61
2025-11-20T12:40:39.668240Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.68
2025-11-20T12:40:40.654453Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.32
2025-11-20T12:40:40.892618Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.49
2025-11-20T12:40:41.649562Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.58
2025-11-20T12:40:42.643953Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.7
2025-11-20T12:40:42.891731Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.73
2025-11-20T12:40:43.660242Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.78
2025-11-20T12:40:44.655075Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.52
2025-11-20T12:40:44.891038Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.79
2025-11-20T12:40:45.659065Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.77
2025-11-20T12:40:46.657268Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.77
2025-11-20T12:40:46.879534Z,neutral,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0.74
2025-11-20T12:40:47.218836Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.8
2025-11-20T12:40:48.223707Z,neutral,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0.37
2025-11-20T12:40:48.587081Z,none,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0
2025-11-20T12:40:49.583449Z,none,source=webcam;session=2b11b975-97e7-459e-aaa1-4e6f49e70186;confidence=0
2025-11-20T12:40:49.659123Z,none,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0
2025-11-20T12:40:50.653485Z,none,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0
2025-11-20T12:40:51.659152Z,none,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0
2025-11-20T12:40:52.654619Z,none,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0
2025-11-20T12:40:53.654277Z,none,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0
2025-11-20T12:40:54.651998Z,none,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0
2025-11-20T12:40:55.653515Z,none,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0
2025-11-20T12:40:56.655988Z,none,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0
2025-11-20T12:40:57.657586Z,none,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0
2025-11-20T12:40:58.655341Z,none,source=webcam;session=3103b8ed-517a-4288-b4ad-84d2dfe204e7;confidence=0
2025-12-17T07:49:55.777451Z,neutral,source=webcam;session=d758f781-47b7-44bb-8a7a-1874d333b214;confidence=0.61
2025-12-17T07:49:56.690374Z,none,source=webcam;session=d758f781-47b7-44bb-8a7a-1874d333b214;confidence=0
